comment_text,sentiment
Lagu baru raya 2023 😘 : https://youtu.be/A2idwSQRXZ4,positive
Rindu raya 2022 rindu budak Sabah,neutral
Raiyan❤you,neutral
Selamat hari raya aidiladha😊😊,positive
Raya Aidiladha 2025 pada 07.06.2025 pun nak dekat,neutral
"g
😊😊😊😊😊😊😊",positive
Aku sorang jeke tengok bulan mei sampai oktober??,neutral
2025🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤,positive
goog,neutral
Selamat hari raya kak,neutral
Kenapa lagu ni x jd mv untuk tv 3..; dari pop pop raya 😂,positive
Suara Delisha sdp..x sangka u sound good,positive
2025 br jmpa lagu sdp nie,neutral
Kenapa baru saya tahu ni lagu raya...padahal tahun lepas lagi..best lagu ni😅,positive
Dayang GOLDEN VOICE!!,neutral
Lagu best utk hari raya. Tp underate.. Lagu raya 2025 lain maciam.. X feel. Syg lagu *RAYA TERBAIK* view kurang.. BEST LAGU NI,positive
Alhamdulillah...Tahniah lagu ini mcapai 1M..❤dyg..hannah & sophia,neutral
Cari lagu untuk gambar di socmed ternampak nama 'Hannah Delisha' terus nak dengar..Dengar sekali terus jadi suka...💚✅..Rasa seronok dan beri semangat nak beraya..,positive
Pesal x naik lagu ni.. patut keluar awal la mv ni,neutral
"Baru tahu lagu ni di tv tadi..cari punya cari rupanya dayang,hannah dan sophie yg nyanyi...sedap giler wpun baru tahun skrg huhuhu❤❤❤",positive
Al Fatihah Bapa 😭Tak Raya 7 Jun 2025,negative
Saya pon dengar jugak😊,positive
Tak sanggup ai dengar lagu ni karena kebetulan saje jdi ai mampir kat vt ni,neutral
"Ada sampai saat ini saya selalu dengarkan lagu ini teringat sama ayah dan ibu,Abang, nenek yang telah pergi ila jannatun",neutral
13 mei 2025,neutral
Ada yg masih mendengar ka 28 syawal 2025,neutral
Alahai pndai tokti bawak lagu ni dgn nada yg sedih pilu..itulah mahalnya suara emas siti nurhaliza ❤❤,positive
Lebaran 2025,neutral
mantap lah lagu ini,neutral
"Teringat waktu bkerja di suatu tempat time bulan puasa, kt sbelah rumah pkerja tdgar hari2 warga perantau indonesia main lagu ni.",neutral
"arwah ayah meninggal masa raya haji 2022.sejak dri tu, raya kami adik beradik tak semeriah dulu lagi-lagi raya haji ..",neutral
Kita sedekah Kpd Allahyarham S.Jibeng Al-Fatihah semuga ditempatkan orang yg soleh Amin yra,neutral
Psbhudhb,neutral
Lagi best,positive
Psbdhbdhubdbbdhujdb,neutral
Pdbdhubhdbnbshubhsbhbdg😊sbkdhubhhdhkb,positive
Pdbshbsuhnbbdhkdbhudbhndhbdnhishbknhdhbnhbshbkdhbuhkdhbndhmnvhkjsyudhbghkbbsgkbfdhdbhibkhdhjhu,neutral
Pqsbhdhubhsh,neutral
Pdbshbudhbduhb,neutral
Siapa yang dengar lagu ini 2025😂😂,positive
